,project_name,warning_code,file_path,message,line
0,destination_dir,DPCT1007,/cluster.dp.cpp,"DPCT1007:77: Migration of this CUDA API is not supported by the Intel(R)
* DPC++ Compatibility Tool.",837
1,destination_dir,DPCT1007,/vmc.dp.cpp,"DPCT1007:3: Migration of this CUDA API is not supported by the Intel(R) DPC++
Compatibility Tool.",56
2,destination_dir,DPCT1010,/main.dp.cpp,"DPCT1010:16: SYCL uses exceptions to report errors and does not use the error
codes. The call was replaced with 0. You need to rewrite this code.",266
3,destination_dir,DPCT1010,/main.dp.cpp,"DPCT1010:19: SYCL uses exceptions to report errors and does not use the error
codes. The call was replaced with 0. You need to rewrite this code.",295
